-	*	(ARG0*)	*	*	
V	(V*)	*	*	*	
-	*	*	*	*	
V	*	(V*)	*	*	
-	*	(ARG1*	*	*	
-	*	*)	*	*	
-	*	*	*	*	
-	*	*	(ARG1*)	(ARG0*)	
V	*	*	(V*)	*	
V	*	*	(ARG2*)	(V*)	
-	*	*	*	*	

-	(ARG1*)	(ARG0*)	*	*	
V	(V*)	*	*	*	
-	(ARGM-NEG*)	(ARGM-NEG*)	*	*	
V	(ARG2*	(V*)	*	*	
-	*	(ARG1*	*	*	
-	*	*	*	*	
-	*	*	(ARG0*)	(ARG1*	
-	*	*	*	*	
V	*	*	(V*)	*	
-	*	*	*	*	
-	*	*	(ARG1*)	*)	
V	*)	*)	*	(V*)	

-	(ARG0*)	*	*	*	
V	(V*)	*	*	*	
-	(ARG1*	*	(ARG0*)	(ARG0*)	
V	*	(V*)	*	*	
V	*	*	(V*)	*	
-	*	*	(ARG1*	*	
-	*	*	*)	*	
-	*	*	(ARGM-MNR*	*	
V	*	*	*	(V*)	
-	*	*	*	(ARG1*	
-	*)	*	*)	*)	
-	*	*	*	*	

-	*	(ARG1*)	(ARG0*)	*	
V	(V*)	*	*	*	
-	*	(ARGM-ADV*)	(ARGM-ADV*)	*	
V	*	(V*)	*	*	
V	*	(ARG2*	(V*)	*	
-	*	*	(ARG2*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*)	*)	*	
-	*	(ARGM-ADV*	(ARGM-ADV*	*	
V	*	*	*	(V*)	
-	*	*	*	(ARG2*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*)	*)	*)	
-	*	*	*	*	

-	(ARG0*	*	(ARG0*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*	*)	*	
V	(V*)	*	*	*	
-	(ARG1*	(ARGM-ADJ*)	*	*	
V	*)	(V*)	*	*	
-	(ARG2*	*	*	*	
-	*)	*	*	*	
-	*	*	*	*	
V	*	*	(V*)	*	
-	*	*	(ARG1*	*	
-	*	*	*	(ARGM-ADJ*)	
V	*	*	*	(V*)	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*)	*)	
-	*	*	*	*	

-	(ARG0*)	*	*	*	
-	(ARGM-MOD*)	*	*	*	
V	(V*)	*	*	*	
-	(ARG1*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
V	*)	(V*)	*	*	
-	(ARGM-TMP*	*	(ARGM-TMP*)	(ARGM-TMP*)	
-	*	*	(ARG1*)	(ARG0*)	
V	*	*	(V*)	*	
V	*)	*	(ARG2*)	(V*)	
-	*	*	*	*	

-	*	(ARGM-DIS*)	*	*	
-	*	(ARG0*	*	*	
-	*	*)	*	*	
V	(V*)	*	*	*	
V	*	(V*)	*	*	
-	*	(ARG1*	*	*	
-	*	*	*	*	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	(ARG1*)	*	
V	*	*	(V*)	*)	
-	*	*	(ARGM-ADJ*	(R-ARG1*)	
-	*	*	*	(ARG0*)	
V	*	*)	*)	(V*)	
-	*	*	*	*	
-	*	(ARGM-ADV*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*)	*	*	
-	*	*	*	*	

-	(ARGM-DIS*)	*	*	*	
-	(ARG2*)	*	*	*	
-	(ARG1*)	*	*	*	
V	(V*)	*	*	*	
-	*	*	*	*	
-	(ARGM-TMP*	*	*	*	
-	*	*	*	*	
-	*)	*	*	*	
-	*	*	*	*	
-	(ARGM-TMP*	*	*	*	
-	*	*	*	*	
-	*	(ARGM-MNR*)	*	*	
-	*	(ARGM-PRP*)	*	*	
V	*	(V*)	*	*	
-	*	(ARGM-TMP*	*	*	
-	*	*	*	*	
-	*	*)	*	*	
-	*	(ARG0*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*)	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	(ARG1*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*)	*)	
V	*	*	(V*)	*	
-	*	*	(C-ARG1*	(ARGM-ADV*)	
V	*	*	*)	(V*)	
-	*	*	*	*	

-	(ARG0*)	*	*	*	
V	(V*)	*	*	*	
-	(ARG1*	(ARG1*	*	(ARG0*	
-	*	*	*	*	
-	*	*)	*	*	
V	*	(V*)	*	*)	
V	*	*	(V*)	(ARGM-LVB*)	
-	*	*	(ARGM-PRR*	*	
V	*	*	*	(V*)	
-	*	*	*	(ARG1*	
-	*)	*	*)	*)	
-	*	*	*	*	

-	(ARG1*	*	(ARG1*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*	*	*	
V	(V*)	*	*	*	
-	(ARG0*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*	*)	*	
-	*	*	*	*	
V	*	(V*)	*	*	
V	*	*	(V*)	*	
-	*	*	(ARG2*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
V	*	*	*	(V*)	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*	*)	*	

-	(ARG0*)	*	*	*	
V	(V*)	*	*	*	
-	(ARG2*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*	*	*	
-	(ARG1*	*	*	*	
V	*	(V*)	*	*	
-	*	(ARG1*	*	*	
-	*	*	*	(ARG1*	
V	*	*	(V*)	*)	
V	*	*	*	(V*)	
-	*	*	*	(ARGM-ADV*)	
-	*	*	*	(ARG2*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*)	*	*)	
-	*	*	*	*	

-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	(ARG1*)	(ARG2*)	*	*	
V	(V*)	*	*	*	
V	(ARG2*	(V*)	*	*	
-	*	(ARG3*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	(ARGM-TMP*)	*	
V	*	*	(V*)	*)	
V	*	*	(ARGM-PRD*	(V*)	
-	*	*	*	(ARGM-LOC*	
-	*	*	*	*)	
-	*	*	*	(ARGM-TMP*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*)	*)	*)	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	

-	(ARGM-LOC*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*	*	*	
-	*	*	*	*	
-	(ARG0*	*	*	*	
-	*)	*	*	*	
-	(ARGM-ADV*)	*	*	*	
V	(V*)	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	(ARG1*	(ARG0*)	*	*	
V	*	(V*)	*	*	
-	*	(ARG1*	*	*	
-	*	*	*	(ARG0*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*	*	*	
V	*	*	(V*)	*	
V	*	*	*	(V*)	
-	*	*	*	(ARG2*)	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*)	*	*)	
-	*	*	*	*	
-	*	*	*	*	

-	*	(ARG1*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*)	*	*)	
V	(V*)	*	*	*	
V	*	(V*)	*	*	
-	*	(C-ARG1*	*	*	
V	*	*	(V*)	*	
V	*	*	*	(V*)	
-	*	*	*	(ARG2*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*	*	(ARGM-TMP*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*)	*	*)	
-	*	*	*	*	

-	*	(ARG1*	*	*	
V	(V*)	*)	*	*	
V	*	(V*)	*	*	
-	*	(ARGM-ADV*)	*	*	
-	*	(ARG2*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	(ARG0*	*	
-	*	*	*)	*	
-	*	*	(ARGM-MNR*)	*	
V	*	*	(V*)	*	
-	*	*	(ARG1*	*	
-	*	*	*)	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
V	*	*	*	(V*)	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*)	*	*	

-	*	*	(ARG0*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*)	*	
-	*	*	(ARGM-ADV*)	*	
V	(V*)	*	(ARGM-LVB*	*	
V	*	(V*)	*)	*	
-	*	(ARGM-PRR*	*	*	
-	*	*	(ARGM-ADJ*)	*	
V	*	*	(V*)	*	
-	*	*	(ARG1*	*	
-	*	*)	*)	*	
-	*	*	*	*	
-	*	*	(ARGM-ADV*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
V	*	*	*)	(V*)	
-	*	*	*	*	

-	(ARG0*)	*	*	*	
-	(ARGM-TMP*)	*	*	*	
V	(V*)	*	*	*	
-	(ARG1*	*	*	*	
-	*	*	(ARG1*	(ARG0*	
-	*	*	*	*	
-	*	(ARG0*)	*	*	
V	*	(V*)	*)	*)	
V	*	*	(V*)	*	
-	*	*	(ARG2*	*	
-	*	*	*)	*	
V	*	*	(ARGM-PRD*	(V*)	
-	*	*	*	(ARG1*	
-	*)	*	*)	*)	
-	*	*	*	*	

-	(ARG1*	*	*	*	
-	*)	*	*	*	
V	(V*)	*	*	*	
-	(ARGM-ADV*)	*	*	*	
-	(ARG2*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*)	
V	*	(V*)	*	*	
-	*	*	*	(ARGM-TMP*)	
V	*	*	(V*)	*	
V	*	*	*	(V*)	
-	*	*	*	*	
-	*)	*	*	*	

-	(ARG0*)	*	(ARG0*)	*	
-	(ARGM-TMP*)	*	*	*	
V	(V*)	*	*	*	
-	(ARG1*	*	*	*	
V	*	(V*)	*	*	
-	*	(ARG1*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*)	*	*	
-	*	*	*	*	
V	(ARGM-ADV*	*	(V*)	*	
-	*	*	(ARG1*	*	
V	*	*	*	(V*)	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*	*	(ARGM-LOC*	
-	*)	*	*)	*)	
-	*	*	*	*	

-	*	(ARG0*	*	*	
-	*	*)	*	*	
V	(V*)	(ARGM-LVB*)	*	*	
-	(ARGM-PRR*	*	*	*	
V	*	(V*)	*	*	
-	*	(ARG1*	*	*	
-	*	*	(ARG0*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*)	*	
V	*	*	(V*)	*	
-	*	*	(ARG1*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*	*	(ARG0*)	
V	*)	*)	*)	(V*)	
-	*	*	*	*	

-	*	*	(ARG1*)	(ARG1*)	
V	(V*)	*	*	*	
-	*	*	(ARGM-ADV*	*	
-	*	*	*	*	
V	*	(V*)	*)	*	
V	*	*	(V*)	*	
-	*	*	*	*	
-	*	*	*	(ARGM-NEG*)	
V	*	*	*	(V*)	
-	*	*	*	(C-ARG1*)	
-	*	*	*	*	

-	(ARG0*	(ARGM-ADV*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*	*	*	
V	(V*)	*)	*	*	
-	*	*	*	*	
V	*	(V*)	*	*	
-	*	(ARG1*)	(ARG0*)	*	
V	*	(ARG1*	(V*)	*	
-	*	*	(ARG1*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	(ARG1*)	
V	*	*)	*)	(V*)	
-	*	*	*	*	

-	(ARG1*	(ARG1*	*	*	
-	*	*	*	*	
-	*)	*)	*	*	
V	(V*)	*	*	*	
V	(ARG2*	(V*)	*	*	
-	*	(ARG2*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*)	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	(ARG0*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*)	*	
V	*	*	(V*)	*	
-	*	*	(ARG1*	*	
-	*	*	*	*	
V	*	*	*)	(V*)	
-	*)	*	*	*	

-	(ARG0*)	*	*	*	
V	(V*)	*	*	*	
-	(ARG1*	*	*	*	
-	*	*	(ARG1*)	*	
-	*	*	(ARGM-MOD*)	*	
V	*	(V*)	*	*	
V	*	*	(V*)	*	
-	*	*	(ARG2*	*	
-	*	*	*	*	
V	*	*	*)	(V*)	
-	*	*	(ARGM-TMP*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*	*)	*	
-	*	*	*	*	

-	(ARG1*)	(ARG1*)	*	*	
V	(V*)	*	*	*	
V	(ARG2*	(V*)	*	*	
-	*	(ARG0*	(ARGM-MNR*)	(ARGM-MNR*)	
-	*	*	(ARG1*	(ARG1*	
-	*	*	*)	*)	
V	*	*	(V*)	*	
V	*	*	(ARG2*)	(V*)	
-	*	*	(ARGM-PRD*	(ARGM-PRD*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*)	*)	*)	
-	*)	*	*	*	

V	(V*)	*	*	*	
-	*	(ARG0*)	*	*	
V	*	(V*)	*	*	
-	*	(ARG1*	*	*	
-	*	*	*	*	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	(ARG0*)	*	
V	*	*	(V*)	*)	
-	*	*	(ARGM-ADJ*	(R-ARG1*)	
-	*	*	*	(ARG0*)	
V	*	*	*	(V*)	
-	*	*)	*)	(ARGM-TMP*)	
-	*	*	*	*	

-	(ARG0*)	*	(ARG0*)	*	
-	(ARGM-MOD*)	*	(ARGM-MOD*)	*	
V	(V*)	*	*	*	
-	(ARG2*)	*	*	*	
-	(ARGM-PRD*)	*	*	*	
-	(ARGM-TMP*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
V	*)	(V*)	*	*	
-	*	*	*	*	
V	*	*	(V*)	*	
-	*	*	(ARG1*	*	
-	*	*	*	(ARG0*)	
-	*	*	*	(ARGM-MOD*)	
V	*	*	*	(V*)	
-	*	*	*	(ARG1*)	
-	*	*	*)	(C-V*)	
-	*	*	*	*	

-	(ARG0*)	(ARG0*)	*	*	
V	(V*)	*	*	*	
-	(ARG1*	*	*	*	
-	*	(ARGM-TMP*)	*	*	
V	*	(V*)	*	*	
-	*	(ARG1*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*)	*	*	
-	*	(ARGM-CAU*	*	(ARGM-MNR*	
-	*	*	(ARG1*)	*	
V	*	*	(V*)	*	
-	*	*	(ARG2*	*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*	*	*	
V	*	*	*	(V*)	
-	*	*	*	(ARG2*	
-	*)	*)	*)	*)	
-	*	*	*	*	

-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	(ARG1*	
-	*	*	*	*)	
V	(V*)	*	*	*	
V	*	(V*)	*	*	
-	*	*	*	*	
V	*	*	(V*)	*	
V	*	*	*	(V*)	
-	*	*	*	(ARG2*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*	*	*	

-	(ARG1*)	(ARG1*)	(ARG0*)	*	
V	(V*)	*	*	*	
-	(ARG2*	(ARGM-CXN*)	*	*	
V	*	(V*)	*	*	
-	*	(C-ARGM-CXN*	*	*	
V	*	*	(V*)	*	
-	*	*	(ARG2*)	*	
-	*	*	(ARG1*	*	
V	*	*)	*)	(V*)	
-	*)	*	*	*	

-	*	(ARG0*)	*	*	
V	(V*)	*	*	*	
-	*	(ARGM-TMP*)	*	*	
V	*	(V*)	*	*	
-	*	(ARG1*	(ARG1*	*	
-	*	*	*)	*	
V	*	*)	(V*)	*	
-	*	(ARGM-ADV*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
V	*	*	*	(V*)	
-	*	*)	*	(ARG1*)	
-	*	*	*	*	

-	*	(ARGM-DIS*	*	*	
V	(V*)	*)	*	*	
-	*	*	*	*	
V	*	(V*)	*	*	
-	*	*	*	*	
-	*	(ARG1*	(ARG0*)	*	
-	*	*	(R-ARG0*)	*	
-	*	*	(ARGM-MOD*)	*	
V	*	*	(V*)	*	
-	*	*	(ARG1*	*	
V	*	*	*	(V*)	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*)	*)	*)	
-	*	*	*	*	

-	(ARGM-DIS*)	*	*	*	
V	(V*)	*	*	*	
-	(ARG2*	(ARGM-TMP*)	*	*	
-	*	(ARG0*)	(ARG0*)	*	
-	*	(ARGM-MOD*)	*	*	
V	*	(V*)	*	*	
-	*	(ARGM-PRP*	*	*	
V	*	*	(V*)	*	
V	*	*	(ARG1*	(V*)	
-	*	*	*	(ARGM-ADJ*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*)	*)	*)	
-	*	*	*	*	

-	(ARGM-TMP*)	*	*	*	
-	(ARG0*)	*	*	*	
V	(V*)	*	*	*	
-	(ARG1*	*	*	*	
-	*	(ARGM-ADJ*)	*	*	
-	*	*	*	*	
V	*	(V*)	*	*	
-	*	*	*	*	
-	*	(ARGM-PRP*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*	*	(R-ARG1*)	
V	*	*	(V*)	*	
V	*	*	*	(V*)	
-	*	*	*	(ARG2*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*)	*)	*	*)	
-	*	*	*	*	

-	*	(ARG2*	*	*	
V	(V*)	*)	*	*	
V	(ARGM-ADJ*	(V*)	*	*	
-	*	(ARG1*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*)	*	*	
-	*	*	*	*	
-	*	*	(ARGM-ADV*)	(ARGM-ADV*)	
-	*	*	(ARG1*)	(ARG1*)	
-	*	*	(ARGM-MOD*)	(ARGM-MOD*)	
V	*	*	(V*)	*	
V	*	*	(ARG2*)	(V*)	
-	*)	*	*	*	

-	*	*	*	(ARGM-ADV*	
-	*	(ARG0*)	*	*	
V	(V*)	*	*	*	
V	*	(V*)	*	*	
V	*	(ARG1*)	(V*)	*)	
-	*	*	*	*	
-	*	*	*	(ARGM-MOD*)	
-	*	*	*	(ARG0*)	
-	*	*	*	(ARGM-DIS*)	
V	*	*	*	(V*)	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*	*	*	

-	(ARG0*)	*	*	*	
V	(V*)	*	*	*	
-	(ARG1*	*	(ARGM-LVB*	*	
-	*	*	*	*	
-	*	*	*	*	
V	*	(V*)	*)	*	
-	*	(ARGM-PRR*	(ARG1*)	*	
V	*	*)	(V*)	*	
-	*)	*	*	*	
-	*	*	*	(ARGM-ADV*)	
-	*	*	*	(ARGM-ADV*)	
-	*	*	*	(ARG0*)	
-	*	*	*	(ARGM-MOD*)	
V	*	*	*	(V*)	
-	*	*	*	(ARG1*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*	*	(ARG1*)	
-	*	*	*	(ARGM-TMP*	
-	*	*	*	*	
-	*	*	*	*)	
-	*	*	*	*	

-	*	*	*	*	
V	(V*)	*	*	*	
